quantity,key,value,err,unit,note,status
analog/j0.028/d20,shift_err_ratio_one_campaign,0.453,0.030,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.028/d20,width_err_ratio,0.999,0.022,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.1 sigma from one)",ENVELOPE
counting/j0.028/d20,shift_err_unreferenced,0.05788,0.00085,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.028/d20,shift_err_paired,0.02202,0.00032,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.028/d20,shift_err_ratio,0.3804,0.0074,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.028/d20,shift_err_ratio_one_campaign,0.380,0.014,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.028/d20,width_err_ratio,0.986,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.7 sigma from one)",ENVELOPE
analog/j0.028/d40,shift_err_unreferenced,0.1006,0.0015,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.028/d40,shift_err_paired,0.02744,0.00040,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.028/d40,shift_err_ratio,0.2727,0.0049,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.028/d40,shift_err_ratio_one_campaign,0.273,0.011,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.028/d40,width_err_ratio,0.997,0.022,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.2 sigma from one)",ENVELOPE
counting/j0.028/d40,shift_err_unreferenced,0.0994,0.0015,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.028/d40,shift_err_paired,0.02218,0.00033,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.028/d40,shift_err_ratio,0.2231,0.0041,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.028/d40,shift_err_ratio_one_campaign,0.223,0.014,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.028/d40,width_err_ratio,1.007,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.3 sigma from one)",ENVELOPE
span_j0.028,worst_shift_ratio,0.705,0.015,ratio,"max over the drift span and both branches at this excursion (analog/j0.028/d0). The err is the selected configuration's own se, read with the margin beside it: the runner-up (analog/j0.028/d5) sits 1.8 combined sigma below. A sub-one margin whose candidates' own states disagree makes the criterion row say unresolved, and one whose candidates agree leaves which configuration is worst open, not the side",ENVELOPE
span_j0.028,criterion,unresolved,,,"the worst ratio sits 0.4 sigma of its own se above the 0.7 threshold, with a selection margin of 1.8 sigma to the runner-up. The side is not licensed at one sigma, here by the distance, so this row says unresolved",ENVELOPE
analog/j0.05/d0,shift_err_unreferenced,0.05708,0.00084,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.05/d0,shift_err_paired,0.02698,0.00040,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.05/d0,shift_err_ratio,0.4727,0.0097,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.05/d0,shift_err_ratio_one_campaign,0.473,0.023,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.05/d0,width_err_ratio,1.013,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.6 sigma from one)",ENVELOPE
counting/j0.05/d0,shift_err_unreferenced,0.05422,0.00080,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.05/d0,shift_err_paired,0.02158,0.00032,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.05/d0,shift_err_ratio,0.3981,0.0084,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.05/d0,shift_err_ratio_one_campaign,0.398,0.024,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.05/d0,width_err_ratio,0.990,0.020,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.5 sigma from one)",ENVELOPE
analog/j0.05/d5,shift_err_unreferenced,0.05850,0.00086,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.05/d5,shift_err_paired,0.02601,0.00038,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.05/d5,shift_err_ratio,0.4446,0.0092,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.05/d5,shift_err_ratio_one_campaign,0.445,0.020,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.05/d5,width_err_ratio,1.021,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.9 sigma from one)",ENVELOPE
counting/j0.05/d5,shift_err_unreferenced,0.05653,0.00083,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.05/d5,shift_err_paired,0.02230,0.00033,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.05/d5,shift_err_ratio,0.3945,0.0082,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.05/d5,shift_err_ratio_one_campaign,0.394,0.026,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.05/d5,width_err_ratio,1.013,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.6 sigma from one)",ENVELOPE
analog/j0.05/d20,shift_err_unreferenced,0.0734,0.0011,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.05/d20,shift_err_paired,0.02768,0.00041,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.05/d20,shift_err_ratio,0.3770,0.0074,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.05/d20,shift_err_ratio_one_campaign,0.377,0.021,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.05/d20,width_err_ratio,0.996,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.2 sigma from one)",ENVELOPE
counting/j0.05/d20,shift_err_unreferenced,0.0716,0.0011,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.05/d20,shift_err_paired,0.02171,0.00032,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.05/d20,shift_err_ratio,0.3030,0.0060,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.05/d20,shift_err_ratio_one_campaign,0.3030,0.0079,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.05/d20,width_err_ratio,0.972,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 1.3 sigma from one)",ENVELOPE
analog/j0.05/d40,shift_err_unreferenced,0.1105,0.0016,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.05/d40,shift_err_paired,0.02747,0.00040,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.05/d40,shift_err_ratio,0.2487,0.0047,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.05/d40,shift_err_ratio_one_campaign,0.2487,0.0059,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.05/d40,width_err_ratio,0.987,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.6 sigma from one)",ENVELOPE
counting/j0.05/d40,shift_err_unreferenced,0.1069,0.0016,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.05/d40,shift_err_paired,0.02196,0.00032,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.05/d40,shift_err_ratio,0.2055,0.0040,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.05/d40,shift_err_ratio_one_campaign,0.205,0.011,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.05/d40,width_err_ratio,1.023,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 1.1 sigma from one)",ENVELOPE
span_j0.05,worst_shift_ratio,0.4727,0.0097,ratio,"max over the drift span and both branches at this excursion (analog/j0.05/d0). The err is the selected configuration's own se, read with the margin beside it: the runner-up (analog/j0.05/d5) sits 2.1 combined sigma below. A sub-one margin whose candidates' own states disagree makes the criterion row say unresolved, and one whose candidates agree leaves which configuration is worst open, not the side",ENVELOPE
